Disease,County,Year,Sex,Cases,Population
Anthrax,Yolo,2012,Male,0,100530
Anthrax,Yolo,2012,Total,0,205138
Anthrax,Yolo,2013,Female,0,106483
Anthrax,Yolo,2013,Male,0,101722
Anthrax,Yolo,2013,Total,0,206723
Anthrax,Yolo,2014,Female,0,107143
Anthrax,Yolo,2014,Male,0,102500
Anthrax,Yolo,2014,Total,0,207708
Anthrax,Yolo,2015,Female,0,108568
Anthrax,Yolo,2015,Male,0,103806
Anthrax,Yolo,2015,Total,0,209893
Anthrax,Yolo,2016,Female,0,110530
Anthrax,Yolo,2016,Male,0,105685
Anthrax,Yolo,2016,Total,0,213224
Anthrax,Yolo,2017,Female,0,111759
Anthrax,Yolo,2017,Male,0,106858
Anthrax,Yolo,2017,Total,0,215072
Anthrax,Yolo,2018,Female,0,112850
Anthrax,Yolo,2018,Male,0,107715
Anthrax,Yolo,2018,Total,0,216474
Anthrax,Yolo,2019,Female,0,112930
Anthrax,Yolo,2019,Male,0,107793
Anthrax,Yolo,2019,Total,0,216073
Anthrax,Yolo,2020,Female,0,113446
Anthrax,Yolo,2020,Male,0,108272
Anthrax,Yolo,2020,Total,0,218184
Anthrax,Yolo,2021,Female,0,115655
Anthrax,Yolo,2021,Male,0,110239
Anthrax,Yolo,2021,Total,0,215580
Anthrax,Yolo,2022,Female,0,116992
Anthrax,Yolo,2022,Male,0,111388
Anthrax,Yolo,2022,Total,0,222430
Anthrax,Yolo,2023,Female,0,118248
Anthrax,Yolo,2023,Male,0,112562
Anthrax,Yolo,2023,Total,0,223467
Anthrax,Yuba,2001,Female,0,30474
Anthrax,Yuba,2001,Male,0,30952
Anthrax,Yuba,2001,Total,0,61426
Anthrax,Yuba,2002,Female,0,31142
Anthrax,Yuba,2002,Male,0,31596
Anthrax,Yuba,2002,Total,0,62738
Anthrax,Yuba,2003,Female,0,31768
Anthrax,Yuba,2003,Male,0,32194
Anthrax,Yuba,2003,Total,0,63962
Anthrax,Yuba,2004,Female,0,32422
Anthrax,Yuba,2004,Male,0,32827
Anthrax,Yuba,2004,Total,0,65249
Anthrax,Yuba,2005,Female,0,33675
Anthrax,Yuba,2005,Male,0,34037
Anthrax,Yuba,2005,Total,0,67712
Anthrax,Yuba,2006,Female,0,34418
Anthrax,Yuba,2006,Male,0,34800
Anthrax,Yuba,2006,Total,0,69218
Anthrax,Yuba,2007,Female,0,34930
Anthrax,Yuba,2007,Male,0,35291
Anthrax,Yuba,2007,Total,0,70221
Anthrax,Yuba,2008,Female,0,35527
Anthrax,Yuba,2008,Male,0,35895
Anthrax,Yuba,2008,Total,0,71422
Anthrax,Yuba,2009,Female,0,35623
Anthrax,Yuba,2009,Male,0,36173
Anthrax,Yuba,2009,Total,0,71796
Anthrax,Yuba,2010,Female,0,35803
Anthrax,Yuba,2010,Male,0,36352
Anthrax,Yuba,2010,Total,0,72155
Anthrax,Yuba,2011,Female,0,36042
Anthrax,Yuba,2011,Male,0,36784
Anthrax,Yuba,2011,Total,0,73140
Anthrax,Yuba,2012,Female,0,36179
Anthrax,Yuba,2012,Male,0,36975
Anthrax,Yuba,2012,Total,0,73721
Anthrax,Yuba,2013,Female,0,36247
Anthrax,Yuba,2013,Male,0,37071
Anthrax,Yuba,2013,Total,0,74137
Anthrax,Yuba,2014,Female,0,36507
Anthrax,Yuba,2014,Male,0,37298
Anthrax,Yuba,2014,Total,0,74877
Anthrax,Yuba,2015,Female,0,36887
Anthrax,Yuba,2015,Male,0,37562
Anthrax,Yuba,2015,Total,0,75748
Anthrax,Yuba,2016,Female,0,37246
Anthrax,Yuba,2016,Male,0,38005
Anthrax,Yuba,2016,Total,0,76782
Anthrax,Yuba,2017,Female,0,37836
Anthrax,Yuba,2017,Male,0,38587
Anthrax,Yuba,2017,Total,0,78181
Anthrax,Yuba,2018,Female,0,38254
Anthrax,Yuba,2018,Male,0,38845
Anthrax,Yuba,2018,Total,0,79043
Anthrax,Yuba,2019,Female,0,38809
Anthrax,Yuba,2019,Male,0,39252
Anthrax,Yuba,2019,Total,0,80250
Anthrax,Yuba,2020,Female,0,39344
Anthrax,Yuba,2020,Male,0,39745
Anthrax,Yuba,2020,Total,0,81706
Anthrax,Yuba,2021,Female,0,38821
Anthrax,Yuba,2021,Male,0,39302
Anthrax,Yuba,2021,Total,0,82211
Anthrax,Yuba,2022,Female,0,39108
Anthrax,Yuba,2022,Male,0,39558
Anthrax,Yuba,2022,Total,0,82533
Anthrax,Yuba,2023,Female,0,39339
Anthrax,Yuba,2023,Male,0,39826
Anthrax,Yuba,2023,Total,0,82973
Babesiosis,Alameda,2001,Female,0,746596
Babesiosis,Alameda,2001,Male,0,718968
Babesiosis,Alameda,2001,Total,0,1465564
Babesiosis,Alameda,2002,Female,0,747987
Babesiosis,Alameda,2002,Male,0,720481
Babesiosis,Alameda,2002,Total,0,1468468
Babesiosis,Alameda,2003,Female,0,747441
Babesiosis,Alameda,2003,Male,0,719746
Babesiosis,Alameda,2003,Total,0,1467187
Babesiosis,Alameda,2004,Female,0,746723
Babesiosis,Alameda,2004,Male,0,718817
Babesiosis,Alameda,2004,Total,0,1465540
Babesiosis,Alameda,2005,Female,0,743878
Babesiosis,Alameda,2005,Male,0,716004
Babesiosis,Alameda,2005,Total,0,1459882
Babesiosis,Alameda,2006,Female,0,746458
Babesiosis,Alameda,2006,Male,0,718381
Babesiosis,Alameda,2006,Total,0,1464839
Babesiosis,Alameda,2007,Female,0,752302
Babesiosis,Alameda,2007,Male,0,724099
Babesiosis,Alameda,2007,Total,0,1476401
Babesiosis,Alameda,2008,Female,0,760122
Babesiosis,Alameda,2008,Male,1,731659
Babesiosis,Alameda,2008,Total,1,1491781
Babesiosis,Alameda,2009,Female,0,765745
Babesiosis,Alameda,2009,Male,1,738082
Babesiosis,Alameda,2009,Total,1,1503827
Babesiosis,Alameda,2010,Female,0,769699
Babesiosis,Alameda,2010,Male,0,740574
Babesiosis,Alameda,2010,Total,0,1510272
Babesiosis,Alameda,2011,Female,0,780616
Babesiosis,Alameda,2011,Male,1,753317
Babesiosis,Alameda,2011,Total,1,1535986
Babesiosis,Alameda,2012,Female,0,792053
Babesiosis,Alameda,2012,Male,0,764962
Babesiosis,Alameda,2012,Total,0,1560713
Babesiosis,Alameda,2013,Female,0,802514
Babesiosis,Alameda,2013,Male,0,776188
Babesiosis,Alameda,2013,Total,0,1584064
Babesiosis,Alameda,2014,Female,0,813897
Babesiosis,Alameda,2014,Male,0,787687
Babesiosis,Alameda,2014,Total,0,1608614
Babesiosis,Alameda,2015,Female,0,823802
Babesiosis,Alameda,2015,Male,2,798573
Babesiosis,Alameda,2015,Total,2,1630159
Babesiosis,Alameda,2016,Female,0,831872
Babesiosis,Alameda,2016,Male,0,807094
Babesiosis,Alameda,2016,Total,0,1647332
Babesiosis,Alameda,2017,Female,0,837364
Babesiosis,Alameda,2017,Male,0,813388
Babesiosis,Alameda,2017,Total,0,1659750
Babesiosis,Alameda,2018,Female,0,841950
Babesiosis,Alameda,2018,Male,0,818147
Babesiosis,Alameda,2018,Total,0,1669659
Babesiosis,Alameda,2019,Female,0,846359
Babesiosis,Alameda,2019,Male,1,822606
Babesiosis,Alameda,2019,Total,1,1678926
Babesiosis,Alameda,2020,Female,0,848028
Babesiosis,Alameda,2020,Male,0,823827
Babesiosis,Alameda,2020,Total,0,1676458
Babesiosis,Alameda,2021,Female,0,851290
Babesiosis,Alameda,2021,Male,0,827044
Babesiosis,Alameda,2021,Total,0,1654938
Babesiosis,Alameda,2022,Female,0,856569
Babesiosis,Alameda,2022,Male,0,832969
Babesiosis,Alameda,2022,Total,0,1638979
Babesiosis,Alameda,2023,Female,0,862177
Babesiosis,Alameda,2023,Male,1,839026
Babesiosis,Alameda,2023,Total,1,1638046
Babesiosis,Alpine,2001,Female,0,589
Babesiosis,Alpine,2001,Male,0,648
Babesiosis,Alpine,2001,Total,0,1237
Babesiosis,Alpine,2002,Female,0,594
Babesiosis,Alpine,2002,Male,0,654
Babesiosis,Alpine,2002,Total,0,1248
Babesiosis,Alpine,2003,Female,0,596
Babesiosis,Alpine,2003,Male,0,653
Babesiosis,Alpine,2003,Total,0,1249
Babesiosis,Alpine,2004,Female,0,607
Babesiosis,Alpine,2004,Male,0,659
Babesiosis,Alpine,2004,Total,0,1266
Babesiosis,Alpine,2005,Female,0,580
Babesiosis,Alpine,2005,Male,0,628
Babesiosis,Alpine,2005,Total,0,1208
Babesiosis,Alpine,2006,Female,0,605
Babesiosis,Alpine,2006,Male,0,650
Babesiosis,Alpine,2006,Total,0,1255
Babesiosis,Alpine,2007,Female,0,599
Babesiosis,Alpine,2007,Male,0,649
Babesiosis,Alpine,2007,Total,0,1248
Babesiosis,Alpine,2008,Female,0,581
Babesiosis,Alpine,2008,Male,0,627
Babesiosis,Alpine,2008,Total,0,1208
Babesiosis,Alpine,2009,Female,0,570
Babesiosis,Alpine,2009,Male,0,610
Babesiosis,Alpine,2009,Total,0,1180
Babesiosis,Alpine,2010,Female,0,569
Babesiosis,Alpine,2010,Male,0,606
Babesiosis,Alpine,2010,Total,0,1175
Babesiosis,Alpine,2011,Female,0,570
Babesiosis,Alpine,2011,Male,0,600
Babesiosis,Alpine,2011,Total,0,1181
Babesiosis,Alpine,2012,Female,0,565
Babesiosis,Alpine,2012,Male,0,601
Babesiosis,Alpine,2012,Total,0,1186
Babesiosis,Alpine,2013,Female,0,563
Babesiosis,Alpine,2013,Male,0,601
Babesiosis,Alpine,2013,Total,0,1193
Babesiosis,Alpine,2014,Female,0,565
Babesiosis,Alpine,2014,Male,0,596
Babesiosis,Alpine,2014,Total,0,1199
Babesiosis,Alpine,2015,Female,0,564
Babesiosis,Alpine,2015,Male,0,590
Babesiosis,Alpine,2015,Total,0,1201
Babesiosis,Alpine,2016,Female,0,564
Babesiosis,Alpine,2016,Male,0,587
Babesiosis,Alpine,2016,Total,0,1207
Babesiosis,Alpine,2017,Female,0,563
Babesiosis,Alpine,2017,Male,0,583
Babesiosis,Alpine,2017,Total,0,1211
Babesiosis,Alpine,2018,Female,0,563
Babesiosis,Alpine,2018,Male,0,572
Babesiosis,Alpine,2018,Total,0,1208
Babesiosis,Alpine,2019,Female,0,554
Babesiosis,Alpine,2019,Male,0,569
Babesiosis,Alpine,2019,Total,0,1205
Babesiosis,Alpine,2020,Female,0,548
Babesiosis,Alpine,2020,Male,0,567
Babesiosis,Alpine,2020,Total,0,1201
Babesiosis,Alpine,2021,Female,0,564
Babesiosis,Alpine,2021,Male,0,569
Babesiosis,Alpine,2021,Total,0,1181
Babesiosis,Alpine,2022,Female,0,576
Babesiosis,Alpine,2022,Male,0,563
Babesiosis,Alpine,2022,Total,0,1175
Babesiosis,Alpine,2023,Female,0,578
Babesiosis,Alpine,2023,Male,0,576
Babesiosis,Alpine,2023,Total,0,1167
Babesiosis,Amador,2001,Female,0,16101
Babesiosis,Amador,2001,Male,0,19683
Babesiosis,Amador,2001,Total,0,35784
Babesiosis,Amador,2002,Female,0,16416
Babesiosis,Amador,2002,Male,0,20119
Babesiosis,Amador,2002,Total,0,36535
Babesiosis,Amador,2003,Female,0,16572
Babesiosis,Amador,2003,Male,0,20204
Babesiosis,Amador,2003,Total,0,36776
Babesiosis,Amador,2004,Female,0,16732
Babesiosis,Amador,2004,Male,0,20415
Babesiosis,Amador,2004,Total,0,37147
Babesiosis,Amador,2005,Female,0,16990
Babesiosis,Amador,2005,Male,0,20732
Babesiosis,Amador,2005,Total,0,37722
Babesiosis,Amador,2006,Female,0,17119
Babesiosis,Amador,2006,Male,0,20845
Babesiosis,Amador,2006,Total,0,37964
Babesiosis,Amador,2007,Female,0,17207
Babesiosis,Amador,2007,Male,0,20878
Babesiosis,Amador,2007,Total,0,38085
Babesiosis,Amador,2008,Female,0,17163
Babesiosis,Amador,2008,Male,0,20701
Babesiosis,Amador,2008,Total,0,37864
Babesiosis,Amador,2009,Female,0,17197
Babesiosis,Amador,2009,Male,0,20708
Babesiosis,Amador,2009,Total,0,37905
Babesiosis,Amador,2010,Female,0,17342
Babesiosis,Amador,2010,Male,0,20749
Babesiosis,Amador,2010,Total,0,38091
Babesiosis,Amador,2011,Female,0,16963
Babesiosis,Amador,2011,Male,0,19981
Babesiosis,Amador,2011,Total,0,37122
Babesiosis,Amador,2012,Female,0,17031
Babesiosis,Amador,2012,Male,0,19551
Babesiosis,Amador,2012,Total,0,36903
Babesiosis,Amador,2013,Female,0,16855
Babesiosis,Amador,2013,Male,0,19243
Babesiosis,Amador,2013,Total,0,36561
Babesiosis,Amador,2014,Female,0,16922
Babesiosis,Amador,2014,Male,0,19402
Babesiosis,Amador,2014,Total,0,36930
Babesiosis,Amador,2015,Female,0,16892
Babesiosis,Amador,2015,Male,0,19276
Babesiosis,Amador,2015,Total,0,36905
Babesiosis,Amador,2016,Female,0,16954
Babesiosis,Amador,2016,Male,0,19680
Babesiosis,Amador,2016,Total,0,37929
Babesiosis,Amador,2017,Female,0,17205
Babesiosis,Amador,2017,Male,0,19920
Babesiosis,Amador,2017,Total,0,38549
Babesiosis,Amador,2018,Female,0,17189
Babesiosis,Amador,2018,Male,0,20586
Babesiosis,Amador,2018,Total,0,40038
Babesiosis,Amador,2019,Female,0,17147
Babesiosis,Amador,2019,Male,0,20577
Babesiosis,Amador,2019,Total,0,40279
Babesiosis,Amador,2020,Female,0,17099
Babesiosis,Amador,2020,Male,0,20478
Babesiosis,Amador,2020,Total,0,40446
Babesiosis,Amador,2021,Female,0,17340
Babesiosis,Amador,2021,Male,0,20646
Babesiosis,Amador,2021,Total,0,40222
Babesiosis,Amador,2022,Female,0,17429
Babesiosis,Amador,2022,Male,0,20732
Babesiosis,Amador,2022,Total,0,40052
Babesiosis,Amador,2023,Female,0,17513
Babesiosis,Amador,2023,Male,0,20812
Babesiosis,Amador,2023,Total,0,40088
Babesiosis,Butte,2001,Female,0,104697
Babesiosis,Butte,2001,Male,0,101033
Babesiosis,Butte,2001,Total,0,205730
Babesiosis,Butte,2002,Female,0,105823
Babesiosis,Butte,2002,Male,0,102331
Babesiosis,Butte,2002,Total,0,208154
Babesiosis,Butte,2003,Female,0,106998
Babesiosis,Butte,2003,Male,0,103625
Babesiosis,Butte,2003,Total,0,210623
Babesiosis,Butte,2004,Female,0,107746
Babesiosis,Butte,2004,Male,0,104466
Babesiosis,Butte,2004,Total,0,212212
Babesiosis,Butte,2005,Female,0,108417
Babesiosis,Butte,2005,Male,1,105281
Babesiosis,Butte,2005,Total,1,213698
Babesiosis,Butte,2006,Female,0,109338
Babesiosis,Butte,2006,Male,0,106346
Babesiosis,Butte,2006,Total,0,215684
Babesiosis,Butte,2007,Female,0,110027
Babesiosis,Butte,2007,Male,0,107088
Babesiosis,Butte,2007,Total,0,217115
Babesiosis,Butte,2008,Female,0,110685
Babesiosis,Butte,2008,Male,0,107800
Babesiosis,Butte,2008,Total,0,218485
Babesiosis,Butte,2009,Female,0,110967
Babesiosis,Butte,2009,Male,0,108320
Babesiosis,Butte,2009,Total,0,219287
Babesiosis,Butte,2010,Female,0,111069
Babesiosis,Butte,2010,Male,0,108931
Babesiosis,Butte,2010,Total,0,220000
Babesiosis,Butte,2011,Female,0,111199
Babesiosis,Butte,2011,Male,0,109663
Babesiosis,Butte,2011,Total,0,222149
Babesiosis,Butte,2012,Female,0,111662
Babesiosis,Butte,2012,Male,0,110334
Babesiosis,Butte,2012,Total,0,224316
Babesiosis,Butte,2013,Female,0,111693
Babesiosis,Butte,2013,Male,0,110501
Babesiosis,Butte,2013,Total,0,225544
Babesiosis,Butte,2014,Female,0,112219
Babesiosis,Butte,2014,Male,0,111230
Babesiosis,Butte,2014,Total,0,227830
Babesiosis,Butte,2015,Female,0,112414
Babesiosis,Butte,2015,Male,0,111609
Babesiosis,Butte,2015,Total,0,229359
Babesiosis,Butte,2016,Female,0,112491
Babesiosis,Butte,2016,Male,0,111895
Babesiosis,Butte,2016,Total,0,230681
Babesiosis,Butte,2017,Female,0,113062
Babesiosis,Butte,2017,Male,0,112772
Babesiosis,Butte,2017,Total,0,233080
Babesiosis,Butte,2018,Female,0,113297
Babesiosis,Butte,2018,Male,0,113143
Babesiosis,Butte,2018,Total,0,234627
Babesiosis,Butte,2019,Female,0,107272
Babesiosis,Butte,2019,Male,0,107260
Babesiosis,Butte,2019,Total,0,226714
Babesiosis,Butte,2020,Female,0,103114
Babesiosis,Butte,2020,Male,0,103248
Babesiosis,Butte,2020,Total,0,210426
Babesiosis,Butte,2021,Female,0,113312
Babesiosis,Butte,2021,Male,0,113598
Babesiosis,Butte,2021,Total,0,206694
Babesiosis,Butte,2022,Female,0,113537
Babesiosis,Butte,2022,Male,0,114199
Babesiosis,Butte,2022,Total,0,206932
Babesiosis,Butte,2023,Female,0,113880
Babesiosis,Butte,2023,Male,0,114743
Babesiosis,Butte,2023,Total,0,207615
Babesiosis,Calaveras,2001,Female,0,20794
Babesiosis,Calaveras,2001,Male,0,20634
Babesiosis,Calaveras,2001,Total,0,41428
Babesiosis,Calaveras,2002,Female,0,21136
Babesiosis,Calaveras,2002,Male,0,20983
Babesiosis,Calaveras,2002,Total,0,42119
Babesiosis,Calaveras,2003,Female,0,21655
Babesiosis,Calaveras,2003,Male,0,21531
Babesiosis,Calaveras,2003,Total,0,43186
Babesiosis,Calaveras,2004,Female,0,22015
Babesiosis,Calaveras,2004,Male,0,21909
Babesiosis,Calaveras,2004,Total,0,43924
Babesiosis,Calaveras,2005,Female,0,22427
Babesiosis,Calaveras,2005,Male,0,22346
Babesiosis,Calaveras,2005,Total,0,44773
Babesiosis,Calaveras,2006,Female,0,22693
Babesiosis,Calaveras,2006,Male,0,22623
Babesiosis,Calaveras,2006,Total,0,45316
Babesiosis,Calaveras,2007,Female,0,22842
Babesiosis,Calaveras,2007,Male,0,22796
Babesiosis,Calaveras,2007,Total,0,45638
Babesiosis,Calaveras,2008,Female,0,22864
Babesiosis,Calaveras,2008,Male,0,22838
Babesiosis,Calaveras,2008,Total,0,45702
Babesiosis,Calaveras,2009,Female,0,22797
Babesiosis,Calaveras,2009,Male,0,22765
Babesiosis,Calaveras,2009,Total,0,45562
Babesiosis,Calaveras,2010,Female,0,22756
Babesiosis,Calaveras,2010,Male,0,22822
Babesiosis,Calaveras,2010,Total,0,45578
Babesiosis,Calaveras,2011,Female,0,22647
Babesiosis,Calaveras,2011,Male,0,22752
Babesiosis,Calaveras,2011,Total,0,45519
Babesiosis,Calaveras,2012,Female,0,22623
Babesiosis,Calaveras,2012,Male,0,22673
Babesiosis,Calaveras,2012,Total,0,45512
Babesiosis,Calaveras,2013,Female,0,22497
Babesiosis,Calaveras,2013,Male,0,22620
Babesiosis,Calaveras,2013,Total,0,45429
Babesiosis,Calaveras,2014,Female,0,22477
Babesiosis,Calaveras,2014,Male,0,22537
Babesiosis,Calaveras,2014,Total,0,45423
Babesiosis,Calaveras,2015,Female,0,22447
Babesiosis,Calaveras,2015,Male,0,22460
Babesiosis,Calaveras,2015,Total,0,45414
Babesiosis,Calaveras,2016,Female,0,22397
Babesiosis,Calaveras,2016,Male,0,22366
Babesiosis,Calaveras,2016,Total,0,45365
Babesiosis,Calaveras,2017,Female,0,22374
Babesiosis,Calaveras,2017,Male,0,22282
Babesiosis,Calaveras,2017,Total,0,45354
Babesiosis,Calaveras,2018,Female,0,22361
Babesiosis,Calaveras,2018,Male,0,22211
Babesiosis,Calaveras,2018,Total,0,45365
Babesiosis,Calaveras,2019,Female,0,22293
Babesiosis,Calaveras,2019,Male,0,22110
Babesiosis,Calaveras,2019,Total,0,45285
Babesiosis,Calaveras,2020,Female,0,22244
Babesiosis,Calaveras,2020,Male,0,22042
Babesiosis,Calaveras,2020,Total,0,45277
Babesiosis,Calaveras,2021,Female,0,22176
Babesiosis,Calaveras,2021,Male,0,21977
Babesiosis,Calaveras,2021,Total,0,45013
Babesiosis,Calaveras,2022,Female,0,22255
Babesiosis,Calaveras,2022,Male,0,21895
Babesiosis,Calaveras,2022,Total,0,44833
Babesiosis,Calaveras,2023,Female,0,22242
Babesiosis,Calaveras,2023,Male,0,21980
Babesiosis,Calaveras,2023,Total,0,44744
Babesiosis,California,2001,Female,0,17339700
Babesiosis,California,2001,Male,0,17173042
Babesiosis,California,2001,Total,0,34512742
Babesiosis,California,2002,Female,0,17554666
Babesiosis,California,2002,Male,0,17383624
Babesiosis,California,2002,Total,0,34938290
Babesiosis,California,2003,Female,0,17782868
Babesiosis,California,2003,Male,0,17606060
Babesiosis,California,2003,Total,0,35388928
Babesiosis,California,2004,Female,0,17968347
Babesiosis,California,2004,Male,0,17784418
Babesiosis,California,2004,Total,0,35752765
Babesiosis,California,2005,Female,1,18087299
Babesiosis,California,2005,Male,2,17898283
Babesiosis,California,2005,Total,3,35985582
Babesiosis,California,2006,Female,0,18219378
Babesiosis,California,2006,Male,1,18027444
Babesiosis,California,2006,Total,1,36246822
Babesiosis,California,2007,Female,1,18372905
Babesiosis,California,2007,Male,6,18179624
Babesiosis,California,2007,Total,7,36552529
Babesiosis,California,2008,Female,0,18525551
Babesiosis,California,2008,Male,1,18330671
Babesiosis,California,2008,Total,1,36856222
Babesiosis,California,2009,Female,1,18632980
Babesiosis,California,2009,Male,1,18444224
Babesiosis,California,2009,Total,2,37077204
Babesiosis,California,2010,Female,3,18736126
Babesiosis,California,2010,Male,0,18517830
Babesiosis,California,2010,Total,3,37253956
Babesiosis,California,2011,Female,0,18947379
Babesiosis,California,2011,Male,1,18774089
Babesiosis,California,2011,Total,1,37703593
Babesiosis,California,2012,Female,1,19126408
Babesiosis,California,2012,Male,3,18961601
Babesiosis,California,2012,Total,4,38055785
Babesiosis,California,2013,Female,0,19265658
Babesiosis,California,2013,Male,3,19123516
Babesiosis,California,2013,Total,3,38342642
Babesiosis,California,2014,Female,2,19414008
Babesiosis,California,2014,Male,0,19291634
Babesiosis,California,2014,Total,2,38644802
Babesiosis,California,2015,Female,0,19556518
Babesiosis,California,2015,Male,6,19450603
Babesiosis,California,2015,Total,6,38913507
Babesiosis,California,2016,Female,2,19673910
Babesiosis,California,2016,Male,3,19580429
Babesiosis,California,2016,Total,5,39127855
Babesiosis,California,2017,Female,3,19785886
Babesiosis,California,2017,Male,3,19702544
Babesiosis,California,2017,Total,6,39328926
Babesiosis,California,2018,Female,3,19870897
Babesiosis,California,2018,Male,3,19799452
Babesiosis,California,2018,Total,6,39476064
Babesiosis,California,2019,Female,3,19914771
Babesiosis,California,2019,Male,2,19846424
Babesiosis,California,2019,Total,5,39529566
Babesiosis,California,2020,Female,0,19930863
Babesiosis,California,2020,Male,1,19851556
Babesiosis,California,2020,Total,1,39520071
Babesiosis,California,2021,Female,3,20015046
Babesiosis,California,2021,Male,4,19938223
Babesiosis,California,2021,Total,7,39239553
Babesiosis,California,2022,Female,3,20104681
Babesiosis,California,2022,Male,4,20041322
Babesiosis,California,2022,Total,7,39028571
Babesiosis,California,2023,Female,4,20203669
Babesiosis,California,2023,Male,6,20150548
Babesiosis,California,2023,Total,10,38990487
Babesiosis,Colusa,2001,Female,0,9370
Babesiosis,Colusa,2001,Male,0,9698
Babesiosis,Colusa,2001,Total,0,19068
Babesiosis,Colusa,2002,Female,0,9515
Babesiosis,Colusa,2002,Male,0,9876
Babesiosis,Colusa,2002,Total,0,19391
Babesiosis,Colusa,2003,Female,0,9661
Babesiosis,Colusa,2003,Male,0,10024
Babesiosis,Colusa,2003,Total,0,19685
Babesiosis,Colusa,2004,Female,0,9891
Babesiosis,Colusa,2004,Male,0,10293
Babesiosis,Colusa,2004,Total,0,20184
Babesiosis,Colusa,2005,Female,0,10072
Babesiosis,Colusa,2005,Male,0,10493
Babesiosis,Colusa,2005,Total,0,20565
Babesiosis,Colusa,2006,Female,0,10228
Babesiosis,Colusa,2006,Male,0,10665
Babesiosis,Colusa,2006,Total,0,20893
Babesiosis,Colusa,2007,Female,0,10337
Babesiosis,Colusa,2007,Male,0,10782
Babesiosis,Colusa,2007,Total,0,21119
Babesiosis,Colusa,2008,Female,0,10363
Babesiosis,Colusa,2008,Male,0,10809
Babesiosis,Colusa,2008,Total,0,21172
Babesiosis,Colusa,2009,Female,0,10373
Babesiosis,Colusa,2009,Male,0,10897
Babesiosis,Colusa,2009,Total,0,21270
Babesiosis,Colusa,2010,Female,0,10407
Babesiosis,Colusa,2010,Male,0,11012
Babesiosis,Colusa,2010,Total,0,21419
Babesiosis,Colusa,2011,Female,0,10393
Babesiosis,Colusa,2011,Male,0,10999
Babesiosis,Colusa,2011,Total,0,21356
Babesiosis,Colusa,2012,Female,0,10438
Babesiosis,Colusa,2012,Male,0,11033
Babesiosis,Colusa,2012,Total,0,21406
Babesiosis,Colusa,2013,Female,0,10461
Babesiosis,Colusa,2013,Male,0,11096
Babesiosis,Colusa,2013,Total,0,21464
Babesiosis,Colusa,2014,Female,0,10447
Babesiosis,Colusa,2014,Male,0,11089
Babesiosis,Colusa,2014,Total,0,21414
Babesiosis,Colusa,2015,Female,0,10497
Babesiosis,Colusa,2015,Male,0,11115
Babesiosis,Colusa,2015,Total,0,21455
Babesiosis,Colusa,2016,Female,0,10604
Babesiosis,Colusa,2016,Male,0,11266
Babesiosis,Colusa,2016,Total,0,21677
Babesiosis,Colusa,2017,Female,0,10694
Babesiosis,Colusa,2017,Male,0,11327
Babesiosis,Colusa,2017,Total,0,21792
Babesiosis,Colusa,2018,Female,0,10648
Babesiosis,Colusa,2018,Male,0,11310
Babesiosis,Colusa,2018,Total,0,21690
Babesiosis,Colusa,2019,Female,0,10687
Babesiosis,Colusa,2019,Male,0,11358
Babesiosis,Colusa,2019,Total,0,21745
Babesiosis,Colusa,2020,Female,0,10736
Babesiosis,Colusa,2020,Male,0,11339
Babesiosis,Colusa,2020,Total,0,21777
Babesiosis,Colusa,2021,Female,0,11100
Babesiosis,Colusa,2021,Male,0,11686
Babesiosis,Colusa,2021,Total,0,21867
Babesiosis,Colusa,2022,Female,0,11120
Babesiosis,Colusa,2022,Male,0,11752
Babesiosis,Colusa,2022,Total,0,21923
Babesiosis,Colusa,2023,Female,0,11190
Babesiosis,Colusa,2023,Male,0,11768
Babesiosis,Colusa,2023,Total,0,21970
Babesiosis,Contra Costa,2001,Female,0,497442
Babesiosis,Contra Costa,2001,Male,0,473054
Babesiosis,Contra Costa,2001,Total,0,970496
Babesiosis,Contra Costa,2002,Female,0,501572
Babesiosis,Contra Costa,2002,Male,0,477223
Babesiosis,Contra Costa,2002,Total,0,978795
Babesiosis,Contra Costa,2003,Female,0,507028
Babesiosis,Contra Costa,2003,Male,0,482677
Babesiosis,Contra Costa,2003,Total,0,989705
Babesiosis,Contra Costa,2004,Female,0,511239
Babesiosis,Contra Costa,2004,Male,0,486962
Babesiosis,Contra Costa,2004,Total,0,998201
Babesiosis,Contra Costa,2005,Female,0,514168
Babesiosis,Contra Costa,2005,Male,0,490062
Babesiosis,Contra Costa,2005,Total,0,1004230
Babesiosis,Contra Costa,2006,Female,0,517107
Babesiosis,Contra Costa,2006,Male,0,492997
Babesiosis,Contra Costa,2006,Total,0,1010104
Babesiosis,Contra Costa,2007,Female,0,522750
Babesiosis,Contra Costa,2007,Male,0,498501
Babesiosis,Contra Costa,2007,Total,0,1021251
Babesiosis,Contra Costa,2008,Female,0,528831
Babesiosis,Contra Costa,2008,Male,0,504461
Babesiosis,Contra Costa,2008,Total,0,1033292
Babesiosis,Contra Costa,2009,Female,0,533877
Babesiosis,Contra Costa,2009,Male,0,509624
Babesiosis,Contra Costa,2009,Total,0,1043501
Babesiosis,Contra Costa,2010,Female,0,537499
Babesiosis,Contra Costa,2010,Male,0,511526
Babesiosis,Contra Costa,2010,Total,0,1049025
Babesiosis,Contra Costa,2011,Female,0,545315
Babesiosis,Contra Costa,2011,Male,0,520607
